Codice A Barre;Codice Articolo;Descrizione;Descrizione;Classe Logistica;Descrizione Articolo;Codice Marca;Codice Listino;Prezzo;colore;taglia;Quantita' Giacenza (um Magazzino);Tipo;MARCHIO
8056309757567;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU1;63,500000;044;14;3,0000;2;
8056309757567;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;044;14;3,0000;2;
8056309757581;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;013;2;0,0000;2;
8056309757604;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;013;6;0,0000;2;
8056309757628;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;013;10;0,0000;2;
8056309757659;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;ITA;75,000000;013;16;0,0000;2;
8056309757666;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;ITA;75,000000;041;2;0,0000;2;
8056309757680;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;041;6;0,0000;2;
8056309757734;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;ITA;75,000000;041;16;0,0000;2;
8056309757741;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;013;2;0,0000;2;
8056309757789;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;013;10;0,0000;2;
8056309757802;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;013;14;0,0000;2;
8056309757802;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;013;14;0,0000;2;
8056309757864;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;031;10;0,0000;2;
8056309757895;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;031;16;0,0000;2;
8056309757901;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;114;2;0,0000;2;
8056309757901;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;114;2;0,0000;2;
8056309757918;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;114;4;0,0000;2;
8056309757932;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;114;8;0,0000;2;
8056309757956;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;114;12;0,0000;2;
8056309757963;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;114;14;0,0000;2;
8056309758007;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;000;6;0,0000;2;
8056309758014;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;000;8;0,0000;2;
8056309758038;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;000;12;0,0000;2;
8056309758076;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;013;4;0,0000;2;
8056309758090;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;013;8;1,0000;2;
8056309758137;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;013;16;3,0000;2;
8056309758144;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;041;2;0,0000;2;
8056309758168;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;041;6;0,0000;2;
8056309758175;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;041;8;0,0000;2;
8056309758212;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;041;16;0,0000;2;
8056309758267;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;114;10;3,0000;2;
8056309758298;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;114;16;2,0000;2;
8056309758328;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;013;6;1,0000;2;
8056309758397;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;031;4;0,0000;2;
8056309758403;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU2;60,500000;031;6;0,0000;2;
8056309758427;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;031;10;1,0000;2;
8056309758434;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;031;12;1,0000;2;
8056309758465;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;041;2;1,0000;2;
8056309758472;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;041;4;1,0000;2;
8056309758571;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;044;8;0,0000;2;
8056309758595;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU2;60,500000;044;12;0,0000;2;
8056309758687;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU2;60,500000;000;14;2,0000;2;
8056309758748;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU1;63,500000;013;10;1,0000;2;
8056309757154;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;EU2;91,500000;041;12;0,0000;2;
8056309757208;EFRJB1905AC404;CHUCK;;;GIUBBINO JUNIOR BOY FREEDOMDAY CHUCK;S22;ITA;83,000000;044;6;0,0000;2;
8056309757260;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU1;63,500000;000;2;0,0000;2;
8056309757291;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU1;63,500000;000;8;0,0000;2;
8056309757291;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;000;8;0,0000;2;
8056309757307;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU1;63,500000;000;10;0,0000;2;
8056309757321;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;000;14;0,0000;2;
8056309757345;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU1;63,500000;013;2;0,0000;2;
8056309757406;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;013;14;1,0000;2;
8056309757437;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;041;4;0,0000;2;
8056309757451;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;041;8;1,0000;2;
8056309757468;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;041;10;0,0000;2;
8056309757475;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU1;63,500000;041;12;0,0000;2;
8056309757475;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;041;12;0,0000;2;
8056309757482;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;041;14;1,0000;2;
8056309757512;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU2;60,500000;044;4;0,0000;2;
8056309757543;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;EU1;63,500000;044;10;4,0000;2;
8056309757550;EFRJB1907AC180;AVIER;;;GIUBBINO JUNIOR BOY FREEDOMDAY AVIER;S22;ITA;55,000000;044;12;4,0000;2;
8056309757604;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;013;6;0,0000;2;
8056309757628;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;013;10;0,0000;2;
8056309757635;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;ITA;75,000000;013;12;0,0000;2;
8056309757680;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;041;6;0,0000;2;
8056309757697;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;041;8;0,0000;2;
8056309757710;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;041;12;0,0000;2;
8056309757727;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;041;14;0,0000;2;
8056309757772;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;013;8;0,0000;2;
8056309757833;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;031;4;0,0000;2;
8056309757888;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;031;14;0,0000;2;
8056309757932;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;114;8;0,0000;2;
8056309757949;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;114;10;0,0000;2;
8056309757963;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;114;14;0,0000;2;
8056309757970;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;ITA;75,000000;114;16;0,0000;2;
8056309758021;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;000;10;0,0000;2;
8056309758045;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;000;14;0,0000;2;
8056309758069;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;013;2;0,0000;2;
8056309758083;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;013;6;1,0000;2;
8056309758090;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;013;8;1,0000;2;
8056309758113;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;013;12;1,0000;2;
8056309758144;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;041;2;0,0000;2;
8056309758151;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;041;4;0,0000;2;
8056309758182;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;041;10;0,0000;2;
8056309758199;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;041;12;0,0000;2;
8056309758205;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;041;14;0,0000;2;
8056309758229;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;114;2;2,0000;2;
8056309758236;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;114;4;3,0000;2;
8056309758243;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;114;6;2,0000;2;
8056309758274;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;114;12;2,0000;2;
8056309758281;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;114;14;2,0000;2;
8056309758311;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;013;4;2,0000;2;
8056309758335;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;013;8;1,0000;2;
8056309758885;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU1;63,500000;044;6;2,0000;2;
8056309758908;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU2;60,500000;044;10;1,0000;2;
8056309758915;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU1;63,500000;044;12;1,0000;2;
8056309758915;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;ITA;55,000000;044;12;1,0000;2;
8056309758922;EFRJB1913AC187-ED;COLIN;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY COLIN EcoDown Rev.;S22;EU2;60,500000;044;14;2,0000;2;
8056309758977;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;EU2;60,500000;000;8;0,0000;2;
8056309758991;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;EU1;63,500000;000;12;0,0000;2;
8056309759035;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;ITA;55,000000;013;4;0,0000;2;
8056309759042;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;EU1;63,500000;013;6;0,0000;2;
8056309759097;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;EU2;60,500000;013;16;0,0000;2;
8056309759110;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;ITA;55,000000;114;4;0,0000;2;
8056309759127;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;EU2;60,500000;114;6;0,0000;2;
8056309759141;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;EU1;63,500000;114;10;0,0000;2;
8056309759158;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;ITA;55,000000;114;12;0,0000;2;
8056309759165;EFRJB1915AC187-ED;RILEY;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO JUNIOR BOY FREEDOMDAY RILEY EcoDown Rev.;S22;ITA;55,000000;114;14;0,0000;2;
8056309759202;EFRJB1918AC222;PATRICK;;;GIUBBINO JUNIOR BOY FREEDOMDAY PATRICK;S22;EU2;49,500000;013;6;4,0000;2;
8056309759226;EFRJB1918AC222;PATRICK;;;GIUBBINO JUNIOR BOY FREEDOMDAY PATRICK;S22;EU2;49,500000;013;10;5,0000;2;
8056309759264;EFRJB1918AC222;PATRICK;;;GIUBBINO JUNIOR BOY FREEDOMDAY PATRICK;S22;ITA;45,000000;044;2;2,0000;2;
8056309759318;EFRJB1918AC222;PATRICK;;;GIUBBINO JUNIOR BOY FREEDOMDAY PATRICK;S22;EU1;51,800000;044;12;5,0000;2;
8056309759370;EFRJB1921AC212;JONA;;;GIUBBINO JUNIOR BOY FREEDOMDAY JONA F.L.;S22;ITA;55,000000;000;8;0,0000;2;
8056309759479;EFRJB1921AC212;JONA;;;GIUBBINO JUNIOR BOY FREEDOMDAY JONA F.L.;S22;EU1;63,500000;013;12;0,0000;2;
8056309759479;EFRJB1921AC212;JONA;;;GIUBBINO JUNIOR BOY FREEDOMDAY JONA F.L.;S22;ITA;55,000000;013;12;0,0000;2;
8056309759486;EFRJB1921AC212;JONA;;;GIUBBINO JUNIOR BOY FREEDOMDAY JONA F.L.;S22;EU1;63,500000;013;14;0,0000;2;
8056309759486;EFRJB1921AC212;JONA;;;GIUBBINO JUNIOR BOY FREEDOMDAY JONA F.L.;S22;ITA;55,000000;013;14;0,0000;2;
8056309759547;EFRJB1921AC212;JONA;;;GIUBBINO JUNIOR BOY FREEDOMDAY JONA F.L.;S22;ITA;55,000000;020;10;0,0000;2;
8056309759554;EFRJB1921AC212;JONA;;;GIUBBINO JUNIOR BOY FREEDOMDAY JONA F.L.;S22;EU1;63,500000;020;12;0,0000;2;
8056309759615;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU1;63,500000;013;8;1,0000;2;
8056309759646;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU1;63,500000;013;14;2,0000;2;
8056309759646;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU2;60,500000;013;14;2,0000;2;
8056309759660;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;ITA;55,000000;025;2;3,0000;2;
8056309759691;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU1;63,500000;025;8;6,0000;2;
8056309759691;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;ITA;55,000000;025;8;6,0000;2;
8056309759707;EFRJB1922AC205;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L. Suede;S22;EU1;63,500000;025;10;1,0000;2;
8056309759752;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;ITA;55,000000;000;4;1,0000;2;
8056309759813;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;ITA;55,000000;000;16;1,0000;2;
8056309759820;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU2;60,500000;013;2;0,0000;2;
8056309759868;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU1;63,500000;013;10;0,0000;2;
8056309759875;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU1;63,500000;013;12;0,0000;2;
8056309759882;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU1;63,500000;013;14;1,0000;2;
8056309759929;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;EU1;63,500000;020;6;1,0000;2;
8056309759929;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;ITA;55,000000;020;6;1,0000;2;
8056309759943;EFRJB1922AC212;ARCHIE;;;GIUBBINO JUNIOR BOY FREEDOMDAY ARCHIE F.L.;S22;ITA;55,000000;020;10;0,0000;2;
8056309760000;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;EU2;49,500000;102;6;0,0000;2;
8056309760024;EFRJG1801AC222;SUMMER;;;GIUBBINO JUNIOR GIRL FREEDOMDAY SUMMER;S22;EU1;52,000000;102;10;4,0000;2;
8056309757611;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;013;8;0,0000;2;
8056309757642;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;ITA;75,000000;013;14;0,0000;2;
8056309757666;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU1;86,500000;041;2;0,0000;2;
8056309757666;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;041;2;0,0000;2;
8056309757727;EFRJB1909AC404;DARDEN;;;GIUBBINO JUNIOR BOY FREEDOMDAY DARDEN;S22;EU2;82,500000;041;14;0,0000;2;
8056309757758;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;013;4;0,0000;2;
8056309757758;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;013;4;0,0000;2;
8056309757789;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;013;10;0,0000;2;
8056309757819;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;013;16;0,0000;2;
8056309757819;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;013;16;0,0000;2;
8056309757864;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;031;10;0,0000;2;
8056309757864;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;031;10;0,0000;2;
8056309757895;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU1;86,500000;031;16;0,0000;2;
8056309757918;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;114;4;0,0000;2;
8056309757963;EFRJB1910AC404;COLBY;;;GIUBBINO JUNIOR BOY FREEDOMDAY COLBY;S22;EU2;82,500000;114;14;0,0000;2;
8056309757994;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;000;4;0,0000;2;
8056309758069;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;013;2;0,0000;2;
8056309758076;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU2;88,000000;013;4;0,0000;2;
8056309758083;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;013;6;1,0000;2;
8056309758106;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;013;10;1,0000;2;
8056309758175;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;041;8;0,0000;2;
8056309758250;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;114;8;3,0000;2;
8056309758274;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;EU1;92,000000;114;12;2,0000;2;
8056309758281;EFRJB1911AC250;BENSON;;;GIUBBINO JUNIOR BOY FREEDOMDAY BENSON;S22;ITA;80,000000;114;14;2,0000;2;
8056309758328;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;ITA;55,000000;013;6;1,0000;2;
8056309758335;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;013;8;1,0000;2;
8056309758359;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;013;12;2,0000;2;
8056309758502;EFRJB1912AC521;RUSSEL;;;GIUBBINO JUNIOR BOY FREEDOMDAY RUSSEL Reversible;S22;EU1;63,500000;041;10;1,0000;2;
